,Prod. year,Engine volume,Mileage,Cylinders,Airbags,Price
15322,2014,3.0,140507,6.0,0,3058
15323,2012,3.0,118400,6.0,12,50178
15324,2017,1.5,31000,4.0,4,59313
15325,2005,3.5,155200,6.0,8,20385
15326,2012,2.5,126700,5.0,12,21326
15327,2016,2.0,121121,4.0,4,44523
15328,2013,2.7,397915,4.0,12,27284
15329,2004,2.4,220000,4.0,4,11917
15330,2016,5.6,91648,8.0,12,32302
15331,2012,2.5,160000,4.0,4,27598
15332,2006,5.7,225000,8.0,12,18189
15333,2013,2.0,66188,4.0,4,14426
15334,2017,1.6,96088,4.0,12,549
15335,2013,2.5,125000,4.0,9,32929
15336,2018,2.0,3237,4.0,10,80000
15337,2015,1.5,35624,4.0,4,26644
15338,2016,2.0,291105,4.0,4,15681
15339,2010,1.3,209000,4.0,0,11604
15340,2013,1.8,67700,4.0,10,22894
15341,2016,3.0,86189,6.0,0,39829
15342,2013,1.8,97000,4.0,10,19757
15343,2015,2.0,93304,4.0,0,5018
15344,2015,1.4,130037,4.0,12,1411
15345,2003,2.4,207000,4.0,4,6272
15346,2014,2.0,72613,4.0,0,549
15347,1995,2.8,2147483647,6.0,3,3
15348,1999,2.5,400000,4.0,2,12231
15349,2015,3.0,93000,6.0,12,53314
15350,2015,1.8,94561,4.0,6,16308
15351,1999,2.8,111111,6.0,6,10976
15352,2017,2.0,35874,4.0,12,470
15353,2008,3.5,218197,6.0,6,10036
15354,2006,2.5,225000,6.0,8,15681
15355,2015,1.5,166845,4.0,4,9060
15356,2002,1.6,150000,4.0,0,7840
15357,2004,3.0,300000,6.0,8,17249
15358,2008,3.3,224629,6.0,12,8154
15359,2006,4.5,150000,8.0,12,18817
15360,2006,1.3,0,4.0,4,30
15361,2008,3.0,213998,6.0,12,282
15362,2001,2.4,400000,6.0,6,8781
15363,2010,4.6,175363,8.0,12,8154
15364,2006,1.6,222222222,4.0,6,10036
15365,2016,2.0,163401,4.0,4,41221
15366,2015,1.8,82000,4.0,6,25089
15367,2017,3.5,31000,6.0,12,100355
15368,2016,2.0,44000,4.0,6,19757
15369,2018,2.0,107109,4.0,12,6429
15370,2012,3.5,240987,6.0,12,1646
15371,2010,3.5,315270,6.0,12,2509
15372,2010,2.0,89043,4.0,4,28532
15373,2014,2.0,27700,4.0,12,14113
15374,2010,1.8,50221,4.0,4,6743
15375,2009,1.6,111770,4.0,4,13150
15376,2015,2.0,116691,4.0,12,1960
15377,2018,2.0,27176,4.0,4,59834
15378,2013,2.0,31381,4.0,4,15367
15379,2018,1.5,13048,4.0,4,59837
15380,2013,2.5,248570,4.0,12,784
15381,2002,1.5,24685,4.0,2,4704
15382,2016,2.5,79911,4.0,4,40889
15383,2014,2.0,720227,4.0,4,10036
15384,2017,2.5,50517,4.0,12,5959
15385,2010,2.0,130339,4.0,4,7213
15386,2014,1.5,165000,4.0,4,14950
15387,2017,2.2,8088,4.0,4,67354
15388,2017,2.5,56486,4.0,4,35617
15389,1999,1.7,111111,4.0,0,1600
15390,2016,2.0,82296,4.0,12,5645
15391,2009,1.6,79355,4.0,4,12287
15392,2015,2.0,537500,4.0,4,5175
15393,2008,2.0,2147483647,4.0,0,15681
15394,2017,1.8,49800,4.0,12,34497
15395,2014,1.8,48000,4.0,6,70
15396,2018,3.5,12824,6.0,12,5331
15397,2013,1.8,96584,4.0,0,15681
15398,2012,3.0,274098,6.0,0,7213
15399,1995,2.0,0,4.0,0,2979
15400,2012,1.6,70196,4.0,4,27065
15401,2008,1.5,100000,4.0,4,70
15402,2016,1.6,28332,4.0,4,18503
15403,2008,0.4,209843,4.0,0,188
15404,2013,2.5,88000,5.0,16,21639
15405,2012,4.7,96000,8.0,8,68994
15406,2013,1.8,111000,4.0,12,28852
15407,2006,2.4,190000,5.0,5,17249
15408,2016,2.5,87722,4.0,4,42557
15409,1998,1.6,0,4.0,2,5018
15410,2014,2.2,168000,4.0,0,15681
15411,2013,1.2,35000,3.0,2,10500
15412,1996,2.5,232000,6.0,4,4704
15413,2018,3.5,3900,12.0,16,153669
15414,2007,2.0,72816,5.0,4,5802
15415,2016,2.0,240573,4.0,4,16308
15416,2008,2.0,54752,4.0,4,4077
15417,2019,2.0,6109,4.0,4,61894
15418,2010,2.5,71517,4.0,4,7317
15419,2013,1.8,122555,4.0,4,16041
15420,2002,4.3,29000,8.0,10,10976
15421,2015,3.5,56476,4.0,4,51965
15422,2012,2.4,155200,4.0,12,16300
15423,2017,2.4,115573,4.0,12,1960
15424,2012,2.5,95349,4.0,0,784
15425,2013,1.8,114526,4.0,12,392
15426,2014,2.5,105461,4.0,4,36899
15427,2017,1.5,26724,4.0,12,14426
15428,2016,1.0,34130,3.0,4,11917
15429,2016,1.5,125018,4.0,12,220
15430,2009,5.5,1000,8.0,8,8000
15431,2001,4.7,250000,8.0,8,31361
15432,2011,2.2,166226,4.0,4,21395
15433,2015,3.0,43000,6.0,12,73698
15434,2013,2.0,107141,4.0,4,32045
15435,2010,1.3,210758,4.0,0,2509
15436,2002,3.2,189000,6.0,6,16308
15437,2011,2.5,325917,4.0,12,314
15438,2012,2.0,151995,4.0,4,24543
15439,2011,3.5,124003,6.0,12,1411
15440,2016,2.5,154862,4.0,12,3293
15441,2014,1.6,32750,4.0,4,16766
15442,2002,2.0,136000,4.0,4,4704
15443,2014,1.8,157000,4.0,12,33243
15444,2017,1.8,47672,4.0,12,1882
15445,2003,3.5,61000,6.0,12,10036
15446,2009,1.3,65000,4.0,12,13799
15447,2010,3.5,186005,6.0,12,13328
15448,2010,2.0,138015,4.0,4,28241
15449,2008,2.5,66558,4.0,4,14740
15450,2006,3.5,114000,6.0,12,19757
15451,2012,3.5,130544,6.0,12,282
15452,2012,1.8,182443,4.0,12,549
15453,2020,2.4,6216,4.0,12,1098
15454,2017,2.5,112523,4.0,4,47217
15455,2007,1.7,11000,4.0,6,7840
15456,2013,2.0,160000,4.0,10,17876
15457,2016,3.5,27038,6.0,12,392
15458,2011,1.6,125837,4.0,4,10697
15459,2017,2.0,18839,4.0,8,21796
15460,2013,1.8,114526,4.0,12,392
15461,2015,2.5,492619,4.0,12,1490
15462,2016,2.4,53700,4.0,12,34811
15463,2014,2.5,73000,5.0,12,11917
15464,2016,1.8,50395,4.0,12,20385
15465,2012,3.5,128202,6.0,12,4861
15466,2016,2.5,61000,4.0,4,42152
15467,2013,1.8,267015,4.0,12,17876
15468,2013,1.3,39693,4.0,4,13065
15469,2017,2.0,70800,4.0,4,52357
15470,1990,3.0,300000,6.0,0,6300
15471,2013,1.8,170000,4.0,4,19378
15472,2004,2.0,120000,4.0,12,7840
15473,2017,2.0,305023,4.0,4,13799
15474,2008,1.1,91000,4.0,4,10976
15475,2000,1.8,111111,4.0,2,9408
15476,2015,2.4,107618,4.0,12,3920
15477,2016,3.6,73960,4.0,4,52959
15478,2012,1.5,152000,4.0,8,23521
15479,2012,1.5,75654,4.0,12,706
15480,2014,2.4,74625,4.0,4,29489
15481,2014,3.6,56886,6.0,12,862
15482,2009,1.5,147000,4.0,10,9408
15483,2011,4.6,202048,8.0,0,392
15484,2005,2.2,237000,4.0,4,15681
15485,2011,2.0,189414,4.0,4,18312
15486,2015,3.0,31100,6.0,8,90006
15487,2014,2.4,127906,4.0,12,1568
15488,2014,2.0,270472,4.0,0,15681
15489,2015,2.0,51651,4.0,4,48202
15490,2012,1.6,218000,4.0,4,13589
15491,2016,3.5,27038,6.0,12,392
15492,2002,2.0,190000,4.0,2,10976
15493,2015,2.4,135730,4.0,0,470
15494,2014,2.5,102397,4.0,12,784
15495,2013,1.6,312118,4.0,0,7056
15496,2015,3.5,71500,6.0,16,130148
15497,2012,2.0,160000,4.0,4,21940
15498,2011,1.3,123000,4.0,5,9095
15499,2001,1.5,111111,4.0,4,6272
15500,2013,1.8,207606,4.0,12,9408
15501,2012,1.6,123653,4.0,12,1725
15502,2011,3.2,138000,6.0,12,17249
15503,1998,1.8,256837,4.0,5,5331
15504,2012,1.4,188419,4.0,0,627
15505,2005,2.2,0,4.0,2,13485
15506,2016,1.5,70566,4.0,12,5488
15507,2005,2.2,3000,2.0,2,7840
15508,2004,4.7,204000,8.0,4,31361
15509,2013,3.5,107800,6.0,12,3450
15510,2014,3.6,133904,6.0,12,5488
15511,2012,2.4,221126,4.0,0,220
15512,2014,3.0,0,6.0,0,8624
15513,2013,4.6,243467,8.0,0,627
15514,2008,3.3,334414,6.0,12,12544
15515,2011,1.8,155000,4.0,0,17562
15516,2012,2.5,99000,4.0,10,17249
15517,2014,1.6,111232,4.0,4,18826
15518,2011,3.0,230000,6.0,8,30734
15519,2010,4.4,107344,8.0,12,1019
15520,2015,2.0,455579,4.0,4,9252
15521,2014,2.0,36037,4.0,4,16308
15522,2013,3.0,0,6.0,0,784
15523,2016,2.0,23000,4.0,8,30420
15524,2006,1.7,98000,4.0,6,10192
15525,2014,1.5,68800,4.0,12,18817
15526,1997,1.6,3100,4.0,4,4500
15527,2014,1.5,185000,4.0,8,16935
15528,2012,2.5,186450,4.0,12,314
15529,2016,1.6,32595,4.0,4,18817
15530,2014,1.6,236669,4.0,12,549
15531,2011,2.7,201570,4.0,12,5175
15532,2014,2.5,115312,4.0,12,706
15533,2014,1.8,156682,4.0,0,23521
15534,2017,1.6,137929,4.0,4,27033
15535,2011,3.0,332243,6.0,0,10349
15536,2017,2.4,66366,4.0,12,4861
15537,2010,1.8,138749,4.0,4,5959
15538,2019,1.5,0,4.0,0,75300
15539,2018,2.5,35058,4.0,12,18817
15540,2011,3.0,164000,6.0,12,18189
15541,2019,3.6,37480,6.0,12,314
15542,2016,2.0,70000,4.0,10,27598
15543,2014,3.0,141384,6.0,0,25716
15544,2012,1.4,162190,4.0,0,4547
15545,2004,1.3,15200,4.0,4,7213
15546,2012,2.4,92000,4.0,12,12231
15547,1995,1.6,250000,4.0,4,5331
15548,2014,2.0,406314,4.0,4,10349
15549,2010,1.8,185000,4.0,0,17876
15550,2014,3.5,200179,6.0,12,30734
15551,2013,1.5,93810,4.0,4,22502
15552,2005,3.0,1000,4.0,4,7150
15553,2012,1.4,95000,4.0,12,13172
15554,2018,1.4,43658,4.0,12,11760
15555,2014,1.6,54734,4.0,4,24709
15556,2012,2.0,55521,4.0,4,14113
15557,2006,1.3,95000,4.0,2,10000
15558,2015,2.0,59150,4.0,4,42692
15559,2016,2.0,136500,4.0,4,22273
15560,2016,2.0,54541,4.0,4,39829
15561,2012,2.4,259934,4.0,0,4077
15562,2015,2.0,148709,4.0,12,4704
15563,2012,1.5,121430,4.0,4,15530
15564,2012,4.7,177394,8.0,14,25089
15565,2016,1.6,28699,4.0,4,44166
15566,2013,1.3,120000,4.0,8,50
15567,2010,2.0,151000,4.0,4,23408
15568,2010,2.4,140000,4.0,4,22332
15569,2003,1.6,0,4.0,2,2998
15570,2013,4.0,239342,6.0,12,220
15571,2013,1.8,130000,6.0,12,18817
15572,2008,3.3,182024,6.0,12,470
15573,2014,2.0,110098,4.0,0,314
15574,2001,2.2,1366363,6.0,8,12544
15575,2014,3.5,74000,6.0,12,55823
15576,2015,2.5,129605,4.0,12,1098
15577,2014,1.8,66000,4.0,12,29793
15578,2013,4.6,197221,8.0,0,35438
15579,2008,2.2,0,4.0,0,21953
15580,2015,2.0,100000,4.0,12,11290
15581,2015,2.5,66000,4.0,12,43592
15582,2010,3.0,190000,6.0,8,17249
15583,2013,2.0,215965,4.0,0,157
15584,2011,1.8,146184,4.0,12,392
15585,2016,2.0,161600,4.0,11,25089
15586,2018,2.0,21000,4.0,0,89379
15587,2010,1.8,0,4.0,12,3293
15588,2014,2.5,179381,4.0,12,11133
15589,2010,2.5,264000,4.0,0,19130
15590,2014,1.6,71627,4.0,4,25591
15591,2008,1.7,87000,4.0,12,7840
15592,2016,2.0,596900,4.0,4,5645
15593,2007,1.5,144000,4.0,6,13172
15594,2017,1.5,115658,4.0,12,9879
15595,2013,1.3,120417,4.0,4,4936
15596,2009,2.5,130000,8.0,12,14113
15597,2014,2.4,148800,4.0,6,18503
15598,2007,1.7,13000,4.0,1,8781
15599,2012,2.5,12000,6.0,12,25089
15600,2012,2.0,174712,4.0,4,22843
15601,2010,2.5,14400,5.0,6,9500
15602,2008,2.5,112000,4.0,12,10976
15603,2009,2.4,140000,4.0,8,10976
15604,2013,2.5,75000,5.0,6,21326
15605,2014,2.0,117436,4.0,4,34240
15606,2003,2.0,145000,4.0,2,11604
15607,2003,2.4,0,4.0,8,11604
15608,2010,2.0,93238,4.0,4,15458
15609,2017,2.0,109608,4.0,0,17562
15610,2014,1.8,150000,4.0,8,23521
15611,2017,1.0,33600,3.0,8,18817
15612,2011,2.0,64666,4.0,4,13423
15613,1939,2.2,169000,4.0,0,200
15614,2013,2.0,0,4.0,0,12000
15615,2016,2.0,44445,4.0,12,40456
15616,1999,5.0,10000,8.0,12,9408
15617,2014,2.5,131179,4.0,12,2274
15618,2015,1.5,28792,4.0,4,37301
15619,2010,2.5,223603,4.0,4,19441
15620,2007,5.0,187500,10.0,12,37633
15621,2015,2.0,164997,4.0,4,33243
15622,2018,2.5,35058,4.0,12,18817
15623,2015,4.6,273493,8.0,0,69935
15624,2010,1.6,112417,4.0,4,14069
15625,2016,1.8,19200,4.0,12,21937
15626,2008,2.2,0,4.0,8,15681
15627,2009,3.3,420550,6.0,12,12074
15628,2006,1.3,0,4.0,4,30
15629,2010,4.2,0,8.0,12,470
15630,2010,3.5,317470,6.0,12,220
15631,1994,1.6,308910,4.0,2,6899
15632,2013,2.0,105924,4.0,4,39161
15633,2013,2.0,143720,4.0,12,2038
15634,2004,1.5,124234,4.0,2,10036
15635,1998,1.6,200000,4.0,4,7527
15636,2005,1.8,190000,4.0,2,9600
15637,2015,1.8,89000,4.0,10,11917
15638,2014,2.0,82392,4.0,12,1568
15639,2017,3.5,50914,6.0,12,627
15640,2010,2.7,225450,4.0,4,20592
15641,2011,2.5,155200,4.0,12,19761
15642,2005,1.5,223000,4.0,5,8154
15643,2005,2.2,117000,4.0,2,19757
15644,2013,2.5,170000,4.0,0,26657
15645,2019,3.0,2000,8.0,12,350
15646,2016,2.0,89202,4.0,12,784
15647,2011,3.5,181189,6.0,12,549
15648,2011,2.0,76640,4.0,4,9948
15649,1999,1.2,111111,4.0,0,1000
15650,2011,2.5,136000,4.0,10,16400
15651,2010,2.4,129170,4.0,12,2352
15652,2016,2.0,75851,4.0,10,26030
15653,2012,2.5,159379,4.0,12,3136
15654,2010,4.6,155821,8.0,0,39201
15655,2001,3.0,168000,6.0,4,11604
15656,2017,2.0,26000,4.0,16,37633
15657,2019,2.5,19050,4.0,12,34497
15658,2003,1.5,189000,4.0,4,8154
15659,2018,4.7,29819,8.0,12,74953
15660,2012,2.0,229056,4.0,4,15423
15661,2017,2.0,26802,4.0,12,314
15662,2014,2.5,81000,4.0,7,19444
15663,2010,3.3,300366,6.0,12,14269
15664,2014,3.5,67232,6.0,12,188
15665,2012,3.6,667058,6.0,12,706
15666,2015,3.5,90680,6.0,16,47042
15667,2009,1.5,240000,4.0,4,12544
15668,2020,2.4,15149,4.0,12,16308
15669,2012,2.5,144000,4.0,4,26657
15670,2012,2.4,226814,4.0,0,282
15671,2013,2.0,60000,4.0,10,22580
15672,2010,2.2,315000,8.0,4,34497
15673,2011,2.5,130306,4.0,0,314
15674,2012,3.2,56000,6.0,11,36692
15675,2003,1.8,220000,4.0,8,50
15676,2012,1.5,150000,4.0,2,9722
15677,2012,3.0,180251,6.0,12,2979
15678,2015,2.0,94090,4.0,4,51373
15679,1992,2.5,11111,4.0,0,8781
15680,2011,2.0,162001,4.0,4,14884
15681,2018,2.5,61742,4.0,12,282
15682,1999,2.0,275200,4.0,2,6115
15683,2004,2.1,96000,6.0,8,5959
15684,2014,2.5,120309,4.0,4,30583
15685,1995,1.8,300000,4.0,2,4077
15686,2007,2.4,144000,4.0,6,15053
15687,2005,2.0,155800,4.0,8,15053
15688,1998,1.9,1000,4.0,0,6899
15689,2004,2.0,132000,4.0,1,13485
15690,2015,3.0,204461,6.0,0,15994
15691,2016,2.0,251768,4.0,4,16308
15692,2016,2.0,292837,4.0,4,11290
15693,2007,1.5,336000,4.0,8,11917
15694,2012,1.5,157000,4.0,4,16869
15695,2014,2.0,124493,4.0,0,4861
15696,1997,1.9,260000,4.0,1,3763
15697,2017,1.7,45331,4.0,4,48534
15698,2014,1.8,143000,4.0,10,21639
15699,2012,2.5,256000,4.0,8,8938
15700,2007,2.0,250000,4.0,2,50
15701,2016,2.4,74500,4.0,12,22580
15702,2016,1.6,0,4.0,0,16308
15703,2014,1.8,150400,6.0,6,18817
15704,2015,1.8,152630,4.0,12,4861
15705,2014,2.5,50000,4.0,6,25716
15706,2013,2.5,124184,4.0,12,5018
15707,2010,1.8,18000,4.0,0,40
15708,2007,1.5,154000,4.0,12,8781
15709,2008,1.3,112000,4.0,4,12544
15710,2013,1.8,147000,4.0,6,20071
15711,2017,2.0,1600,4.0,12,392
15712,2012,2.0,218525,4.0,4,14834
15713,2007,2.0,91232,4.0,4,6899
15714,2014,2.0,119950,4.0,4,42987
15715,2003,3.2,136000,6.0,10,20385
15716,2010,3.5,216600,6.0,0,26971
15717,1999,2.2,3000,4.0,6,9408
15718,2005,1.3,150000,4.0,2,50
15719,2012,2.0,138013,4.0,4,32340
15720,2007,1.6,139000,4.0,4,11368
15721,2016,1.5,31869,4.0,0,862
15722,2012,1.4,104000,4.0,12,14113
15723,2009,2.5,335000,5.0,6,16621
15724,2012,2.5,98298,4.0,8,21796
15725,2012,1.6,128000,4.0,4,21169
15726,2011,3.0,275862,6.0,12,470
15727,2012,3.5,56277,6.0,12,29793
15728,2012,1.8,100000,4.0,8,15367
15729,2013,1.5,119213,4.0,12,549
15730,2012,2.4,88000,4.0,4,32305
15731,2012,1.8,0,4.0,10,12544
15732,2013,2.4,107200,4.0,8,19130
15733,2008,2.5,148800,4.0,6,14426
15734,2007,3.0,157800,8.0,8,60
15735,2003,1.6,2000000,4.0,4,8154
15736,2017,1.6,28897,4.0,10,30734
15737,2015,1.6,123000,4.0,0,28852
15738,2008,2.2,150000,4.0,8,25089
15739,2012,3.5,245762,6.0,12,157
15740,2016,2.5,96334,4.0,4,42218
15741,2014,3.5,67232,6.0,12,188
15742,2012,1.8,373634,4.0,12,470
15743,2012,3.8,94055,4.0,4,17249
15744,2017,2.0,140004,4.0,4,36068
15745,2003,1.6,197500,4.0,8,9408
15746,2016,2.0,488038,4.0,4,13172
15747,2016,1.6,138241,4.0,4,21395
15748,2011,1.8,100006,4.0,10,17876
15749,2013,2.5,308694,4.0,12,3920
15750,2015,3.0,131674,6.0,12,706
15751,2014,1.5,89986,4.0,0,18817
15752,2001,2.2,175000,4.0,4,4704
15753,2007,2.4,84000,4.0,2,21953
15754,2013,1.8,83500,4.0,12,26030
15755,2008,1.9,163124,4.0,10,14583
15756,2016,1.4,76466,4.0,8,16621
15757,2014,1.8,146019,4.0,12,188
15758,2010,2.5,117000,6.0,12,26030
15759,2002,2.4,110000,4.0,8,10820
15760,2017,3.0,28421,6.0,12,549
15761,2012,1.8,212800,4.0,0,19914
15762,2009,1.5,80000,4.0,12,30
15763,2015,2.5,99616,4.0,12,706
15764,2011,2.4,150000,4.0,10,100
15765,2011,2.0,190000,4.0,4,14834
15766,2012,2.5,87725,4.0,10,11604
15767,2013,2.5,60000,5.0,6,22580
15768,2012,1.6,165000,4.0,4,20297
15769,2014,3.5,219030,6.0,12,29793
15770,2011,1.3,172997,4.0,6,13328
15771,2012,3.5,285186,6.0,12,9565
15772,2013,1.8,71257,4.0,7,18660
15773,2014,3.5,207568,6.0,10,68994
15774,2007,1.4,185000,4.0,10,13799
15775,2012,1.6,123000,4.0,4,19707
15776,2017,2.0,31241,4.0,10,28068
15777,2013,2.0,181000,4.0,4,27598
15778,2016,2.5,39741,4.0,12,3763
15779,2016,3.0,35500,6.0,12,79971
15780,2016,2.5,161350,4.0,4,34387
15781,2013,3.0,119700,6.0,12,28225
15782,2014,2.4,68000,4.0,8,100
15783,2012,2.0,171996,4.0,4,20814
15784,2012,2.0,227073,4.0,4,11992
15785,2016,4.6,45845,8.0,12,25716
15786,2007,1.5,141000,4.0,6,9408
15787,2007,1.5,3200,4.0,0,30
15788,2014,3.7,128000,6.0,6,31361
15789,2015,1.8,188067,4.0,12,470
15790,2013,1.5,163000,4.0,2,15367
15791,2010,2.4,127000,4.0,0,15367
15792,2014,2.5,115312,4.0,12,706
15793,2016,2.5,55096,4.0,0,1882
15794,2013,2.0,204010,4.0,0,17249
15795,1995,2.2,310000,4.0,4,5645
15796,2008,3.6,300000,6.0,8,10976
15797,2014,2.5,68578,4.0,4,24559
15798,2012,2.4,0,4.0,0,1176
15799,2014,1.5,38311,4.0,4,26033
15800,2013,2.4,168179,4.0,12,3136
15801,2014,2.0,102000,4.0,6,22266
15802,2011,1.3,288704,4.0,0,706
15803,2013,1.6,166013,4.0,0,2901
15804,2010,1.8,200000,4.0,8,17876
15805,2010,2.5,0,4.0,12,470
15806,2011,3.0,69950,6.0,12,2666
15807,2007,2.0,200000,4.0,4,5500
15808,2011,3.7,132000,6.0,7,24462
15809,2013,2.4,160242,4.0,12,627
15810,2013,2.0,53240,4.0,4,29166
15811,2013,1.5,117000,4.0,6,10036
15812,2007,1.3,185000,4.0,4,9095
15813,2014,1.6,143000,4.0,4,13589
15814,2014,1.5,28300,4.0,4,25243
15815,2010,2.0,111293,4.0,4,12720
15816,2013,1.5,185000,4.0,2,12231
15817,2012,5.0,84541,8.0,12,3450
15818,2019,1.4,43371,4.0,12,470
15819,2002,2.3,224000,4.0,0,6272
15820,2017,2.2,58113,4.0,4,58579
15821,2019,2.4,10000,4.0,12,61154
15822,2016,2.0,40464,4.0,12,3136
15823,2013,1.8,96000,4.0,8,50
15824,2000,3.0,320000,4.0,6,26657
15825,2013,3.6,131000,6.0,6,29793
15826,2004,2.2,257000,4.0,6,10976
15827,2010,2.5,136171,4.0,12,2822
15828,2015,2.0,404303,4.0,4,11604
15829,2010,4.6,357246,8.0,0,16308
15830,2005,2.4,350000,4.0,1,16621
15831,2012,1.4,140000,4.0,8,15681
15832,2019,2.0,7771,4.0,4,66479
15833,2015,2.0,367720,4.0,0,470
15834,2014,2.5,94000,4.0,10,22894
15835,2017,2.0,75000,4.0,4,62355
15836,2011,2.0,157456,4.0,4,17035
15837,2013,2.5,26918,4.0,12,4234
15838,2013,2.5,74688,4.0,0,94
15839,1986,4.2,260000,8.0,0,10976
15840,2012,1.6,111937,4.0,4,13987
15841,2013,1.8,109200,4.0,10,19130
15842,2012,2.5,169600,5.0,8,14426
15843,2012,1.3,154000,4.0,4,11133
15844,2015,2.4,89248,4.0,8,22894
15845,2008,3.0,213998,6.0,12,282
15846,2010,3.5,241786,6.0,12,2666
15847,2018,2.5,51200,4.0,12,46728
15848,2008,3.0,220000,6.0,12,17876
15849,2017,2.0,50963,4.0,12,56136
15850,2014,2.5,198916,4.0,4,25264
15851,2004,1.3,204950,4.0,2,6586
15852,2013,2.2,240000,8.0,2,87021
15853,2012,2.4,259184,4.0,0,251
15854,2014,3.5,95000,6.0,12,30420
15855,2016,1.8,56000,4.0,0,21953
15856,2014,2.5,73602,4.0,10,47000
15857,2012,2.5,148213,4.0,0,549
15858,2017,4.6,69918,8.0,0,470
15859,2018,1.5,29939,4.0,4,55845
15860,2013,1.8,156326,4.0,12,392
15861,2005,2.4,1111,4.0,2,3136
15862,2011,2.0,128000,4.0,7,14900
15863,2015,2.5,245792,4.0,12,5331
15864,2013,2.0,95000,4.0,8,13900
15865,2008,1.5,23000,4.0,12,11290
15866,2013,3.0,126000,6.0,8,26971
15867,2014,2.5,0,4.0,12,5959
15868,2011,2.5,216550,4.0,12,549
15869,2018,2.0,70000,4.0,12,43592
15870,2018,2.4,57618,4.0,12,3293
15871,2014,2.5,86227,4.0,4,36899
15872,2017,2.0,114000,4.0,4,51194
15873,2012,2.0,86342,4.0,4,21768
15874,2013,2.0,92728,4.0,4,35043
15875,2012,1.5,180000,4.0,4,10349
15876,2019,2.0,1275,4.0,12,14426
15877,2012,1.4,140000,4.0,8,15681
15878,2015,2.0,179200,4.0,8,23521
15879,2008,3.7,151000,6.0,12,26657
15880,2000,2.4,252000,6.0,4,9408
15881,2014,1.8,132669,4.0,2,24148
15882,1996,2.0,280000,4.0,0,4704
15883,2014,1.5,547744,4.0,12,12544
15884,2011,2.4,229677,4.0,12,282
15885,2015,2.0,174899,4.0,4,32744
15886,2014,1.8,78000,6.0,12,22580
15887,2004,2.4,95140,6.0,8,13799
15888,2005,1.3,190000,4.0,8,8151
15889,2010,1.8,241000,4.0,4,15367
15890,2019,2.0,4330,4.0,12,29793
15891,2011,3.5,132630,6.0,12,314
15892,2012,2.4,259934,4.0,12,4547
15893,2014,2.0,40228,4.0,4,16778
15894,2007,2.0,79776,4.0,4,6899
15895,1998,1.6,224000,4.0,4,6586
15896,2004,1.5,178000,4.0,2,6586
15897,2012,2.5,70000,4.0,12,22260
15898,2013,1.6,90000,4.0,4,14113
15899,2016,1.8,87000,4.0,12,26343
15900,2004,3.5,175000,6.0,12,20071
15901,2012,3.0,343283,6.0,12,1019
15902,1999,1.9,12000,4.0,6,4077
15903,2015,3.5,92035,6.0,12,12544
15904,2012,3.0,155000,10.0,10,13485
15905,1992,2.6,0,6.0,4,3450
15906,2011,1.6,0,4.0,0,470
15907,2008,1.6,45888,4.0,12,30
15908,2016,1.6,68961,4.0,4,43868
15909,2013,2.5,124912,4.0,12,3763
15910,2013,4.6,202651,8.0,0,6272
15911,2015,2.0,548407,4.0,4,12544
15912,2017,1.6,71402,4.0,4,35610
15913,2014,2.0,91321,4.0,4,55638
15914,2011,1.6,158000,4.0,4,18798
15915,2012,1.2,66000,3.0,2,7500
15916,2011,2.5,135467,4.0,12,1411
15917,2015,1.6,29120,4.0,12,29793
15918,2016,2.2,14950,4.0,4,53872
15919,2014,1.8,72000,4.0,12,36065
15920,2015,1.8,104795,4.0,12,2038
15921,2014,1.5,96000,4.0,2,9500
15922,2011,1.8,116869,4.0,0,706
15923,2004,3.2,245000,6.0,4,23521
15924,2014,2.4,269513,4.0,8,15524
15925,2014,1.5,152000,4.0,8,14740
15926,2012,3.5,0,6.0,12,3136
15927,2012,3.0,171221,6.0,12,9252
15928,2011,1.6,184000,4.0,12,25716
15929,2015,1.6,103825,4.0,4,27065
15930,2013,4.0,194605,6.0,12,392
15931,2012,2.0,11593,4.0,12,11604
15932,2011,2.5,57000,4.0,8,12544
15933,2007,1.4,150000,4.0,7,12544
15934,2011,2.5,100000,5.0,10,9408
15935,2012,1.8,115000,2.0,6,18100
15936,2012,2.5,50226,4.0,12,392
15937,2010,1.6,162309,4.0,6,19444
15938,2010,2.2,77400,4.0,4,15367
15939,2013,1.5,144872,4.0,0,8311
15940,2013,1.8,199373,4.0,8,18817
15941,2014,2.0,65840,4.0,4,34074
15942,2005,1.5,0,4.0,4,8154
15943,2015,1.8,115347,4.0,0,470
15944,2001,3.2,2000,6.0,8,9408
15945,2017,2.5,48000,4.0,8,21796
15946,2018,2.0,38639,4.0,4,53185
15947,2011,2.0,131114,4.0,4,22649
15948,2012,3.5,318285,6.0,12,627
15949,2003,3.2,0,6.0,8,11917
15950,2016,2.5,129459,4.0,4,38251
15951,2018,1.6,65734,4.0,4,33575
15952,1996,1.6,30000,4.0,2,3500
15953,2016,4.0,112701,8.0,12,549
15954,2013,1.3,114000,4.0,2,15053
15955,2014,4.6,200402,8.0,0,941
15956,2016,2.0,54590,4.0,10,17876
15957,1996,2.5,0,4.0,0,7840
15958,2011,2.0,147200,4.0,12,27911
15959,2014,2.0,254455,6.0,12,16621
15960,2010,3.2,282643,6.0,12,4077
15961,2013,1.6,117000,4.0,12,10349
